bar,baz
0.5288932006806141,0.504635837511348
0.529881194233894,0.502202064042645
0.719373021274805,0.5046973957962749
0.587863894179463,0.483140282348361
0.558155402541161,0.485281141497874
0.5330100655555731,0.519043200361352
0.599141931161284,0.507857146856054
1.05086462572217,0.49681976346668805
0.618021562695503,0.526324674944456
0.5117370747029779,0.507164314842486
0.600011739879847,0.513802972491773
0.5235332529991871,0.498168198884339
0.680926255881786,0.498320006368293
0.533361313864589,0.519740758104589
0.676483660936356,0.532783431003903
0.529828574508429,0.45000706934882295
0.606191856786609,0.442304474467239
0.571758346632123,0.440517456163179
0.60431519523263,0.442585168118823
0.636707805097103,0.456605061197616
0.510861771181226,0.468179689692965
0.48739709891378896,0.42690475234300407
0.54146102629602,0.43183349227229995
0.47059673815965697,0.46371457231088503
0.495037203654647,0.442764465240293
0.508010573685169,0.438730537258247
0.738653820008039,0.442636634375141
0.591934425756335,0.525913830653203
0.541379023343325,0.5399247952589561
1.10288420692086,0.510283660001794
0.542405433952808,0.532004399531882
0.534989964216948,0.504122134702
0.733547983691096,0.5023359403840191
0.646935403347015,0.483228617285207
1.0110129602253402,0.496581509317465
0.678981514647603,0.5500721093854749
0.576437823474407,0.48969922135547705
0.547160441055894,0.460284007443236
0.538999075070024,0.434660592375323
0.629893178120255,0.45679929719803103
0.518908817321062,0.452287091792125
0.58592427521944,0.41964674689735604
0.538651645183563,0.47661015481155306
0.6716530304402111,0.524916211247381
0.5928716622293,0.5052296641917909
0.664636772125959,0.507805941596267
0.8927008137106901,0.5026526376506181
0.563268503174186,0.504198079595083
0.8411352522671219,0.509857518721441
0.701765809208155,0.5341458259975009
0.52122469060123,0.512124984813018
0.648459512740374,0.483584258008406
1.05882193893194,0.509408367674404
0.637660082429647,0.469522875036031
0.635477993637323,0.442747781902209
0.493206968531013,0.45941472891353397
0.74403309263289,0.440088681333102
0.524617591872811,0.45036077187089296
0.8724190294742581,0.45842889070686405
0.49059153534472,0.451791691591822
0.71831070818007,0.412544896243228
0.5375126376748091,0.428654141699443
